order_id,customer_id,city,restaurant,cuisine,order_amount,delivery_time_mins,rating,order_status,payment_mode,order_date
4317,1507,Bangalore,Pizza World,North Indian,294.82,43,4.8,Pending,Card,2024-04-20
2700,1423,Chennai,Sushi Zen,South Indian,398.39,18,1.7,Pending,UPI,2024-07-05
415,1995,Delhi,,Italian,1116.9,40,,Delivered,Cash,2024-05-07
2884,1640,Mumbai,Urban Tadka,North Indian,423.98,16,4.6,Cancelled,Card,2024-09-18
975,1958,Bangalore,Pizza World,Fast Food,603.07,40,2.7,Delivered,UPI,2024-09-01
4345,1987,Hyderabad,Sushi Zen,Chinese,970.42,21,,Cancelled,Cash,2024-12-27
2580,1749,Hyderabad,Urban Tadka,Chinese,670.56,10,4.1,Pending,Cash,2024-03-07
4673,1426,Bangalore,Pizza World,South Indian,471.02,15,2.8,Cancelled,Wallet,2024-08-24
4279,1611,Mumbai,Spice Hub,Italian,920.4,46,1.8,Pending,UPI,2024-02-14
4132,1886,Delhi,Urban Tadka,South Indian,315.36,50,1.2,Delivered,Cash,2024-09-21
314,1883,Mumbai,Spice Hub,Italian,970.4,26,1.8,Cancelled,Wallet,2024-06-07
4500,1040,Bangalore,Spice Hub,South Indian,1492.02,53,3.3,Delivered,Cash,2024-06-22
1901,1147,Kolkata,Foodies Point,Italian,756.74,10,1.3,Pending,Wallet,2024-10-18
3734,1905,Delhi,Biryani House,Fast Food,669.52,21,4.7,Delivered,Wallet,2024-08-09
1602,1665,Mumbai,Sushi Zen,North Indian,1324.14,23,5.0,Cancelled,UPI,2024-02-28
2969,1372,Mumbai,Biryani House,Chinese,632.53,20,3.9,Pending,Cash,2024-02-17
543,1399,Kolkata,Urban Tadka,,851.81,58,2.6,Cancelled,UPI,2024-04-16
2999,1958,Kolkata,Biryani House,Fast Food,1397.5,56,4.0,Delivered,UPI,2024-02-08
1164,1945,Chennai,Urban Tadka,South Indian,1198.8,22,4.8,Cancelled,Wallet,2024-06-07
3410,1422,Bangalore,,South Indian,700.27,21,3.0,Cancelled,UPI,2024-04-15
2821,1217,Mumbai,,,1261.06,26,2.5,Pending,UPI,2024-07-03
3126,1780,Bangalore,Foodies Point,,410.06,41,4.2,Delivered,Cash,2024-04-18
4813,1266,Mumbai,Biryani House,Fast Food,1228.74,22,2.9,Pending,UPI,2024-03-30
1374,1260,Mumbai,Sushi Zen,Desserts,874.46,22,4.7,Cancelled,UPI,2024-02-12
1874,1370,,Pizza World,Fast Food,1427.05,38,1.6,Delivered,Cash,2024-10-23
69,1013,Delhi,Foodies Point,Desserts,1482.24,27,3.0,Pending,Wallet,2024-03-29
747,1276,Bangalore,Biryani House,Desserts,923.88,50,1.7,Cancelled,Wallet,2024-06-17
2572,1523,Hyderabad,Pizza World,Desserts,1198.99,21,1.5,Pending,Card,2024-10-01
4149,1639,Bangalore,Urban Tadka,,1094.59,51,4.5,Delivered,UPI,2024-02-29
2942,1813,Mumbai,Biryani House,Fast Food,927.87,41,2.2,Cancelled,Wallet,2024-01-11
4966,1909,Delhi,Urban Tadka,Italian,1426.08,47,3.8,Delivered,Card,2024-07-13
4405,1405,Kolkata,Spice Hub,South Indian,955.17,12,3.0,Delivered,Card,2024-02-06
276,1385,Hyderabad,Pizza World,Desserts,566.76,45,3.7,Cancelled,Wallet,2024-09-05
4611,1222,Mumbai,Spice Hub,Chinese,230.13,12,1.5,Pending,Card,2024-12-14
1661,1434,Bangalore,Foodies Point,South Indian,898.47,52,2.2,Pending,UPI,2024-07-04
509,1662,Hyderabad,Foodies Point,Desserts,903.48,13,4.9,Pending,Wallet,2024-06-13
1851,1167,Kolkata,Biryani House,North Indian,821.08,20,1.9,Delivered,Card,2024-12-19
4246,1805,Chennai,Spice Hub,Italian,880.24,43,1.3,Pending,Card,2024-12-26
4390,1300,Delhi,Biryani House,Fast Food,1469.08,21,3.1,Pending,Card,2024-12-18
553,1726,Kolkata,Pizza World,Fast Food,642.5,19,4.1,Cancelled,UPI,2024-11-07
1298,1276,Mumbai,Sushi Zen,South Indian,245.25,32,2.8,Delivered,Cash,2024-09-27
4419,1771,Kolkata,Biryani House,North Indian,358.48,27,2.7,Cancelled,Cash,2024-06-12
835,1008,Bangalore,,Italian,836.09,14,,Cancelled,Wallet,2024-07-17
495,1127,Delhi,Biryani House,,1016.74,57,,Cancelled,UPI,2024-02-11
661,1340,Kolkata,Foodies Point,North Indian,1206.23,33,3.0,Delivered,Cash,2024-02-05
4196,1980,Delhi,Spice Hub,North Indian,1092.75,39,4.6,Pending,Wallet,2024-08-29
2769,1160,Bangalore,Spice Hub,Chinese,547.05,45,2.8,Cancelled,Cash,2024-02-03
3813,1812,Delhi,Spice Hub,North Indian,1414.87,50,1.8,Pending,Card,2024-11-16
657,1911,,Sushi Zen,Desserts,344.23,38,1.3,Pending,Wallet,2024-09-15
573,1612,Hyderabad,Spice Hub,Fast Food,543.11,28,1.0,Pending,UPI,2024-01-15
925,1763,Kolkata,Sushi Zen,Desserts,1416.81,44,1.4,Delivered,UPI,2024-05-21
1930,1228,Bangalore,Foodies Point,North Indian,1018.6,42,2.9,Cancelled,Wallet,2024-07-23
2191,1536,Bangalore,Spice Hub,Chinese,1494.51,19,1.4,Cancelled,Cash,2024-09-12
1412,1295,Bangalore,Biryani House,North Indian,687.09,54,4.5,Cancelled,Card,2024-05-16
3835,1572,Chennai,Spice Hub,South Indian,479.34,27,1.5,Delivered,Cash,2024-12-29
3977,1288,Delhi,Urban Tadka,Chinese,180.87,28,1.9,Cancelled,Card,2024-01-08
2946,1426,Mumbai,Foodies Point,North Indian,1133.44,54,1.9,Pending,Wallet,2024-01-17
4370,1766,,Foodies Point,Desserts,145.32,55,2.5,Cancelled,Card,2024-08-08
3767,1887,,Biryani House,Fast Food,925.66,34,1.2,Cancelled,Wallet,2024-02-03
3583,1272,Kolkata,Pizza World,Chinese,954.51,16,2.8,Delivered,UPI,2024-07-11
3920,1849,Chennai,Foodies Point,Chinese,558.27,24,4.4,Delivered,Cash,2024-06-22
1622,1762,Bangalore,Spice Hub,Desserts,233.83,10,3.9,Delivered,Cash,2024-06-04
1020,1460,Hyderabad,Spice Hub,Italian,789.86,51,4.1,Cancelled,Wallet,2024-05-02
1969,1654,Mumbai,Sushi Zen,South Indian,1403.82,56,1.5,Delivered,Cash,2024-04-04
241,1282,Chennai,Urban Tadka,Chinese,295.58,56,3.2,Cancelled,Card,2024-06-19
3984,1953,Mumbai,Spice Hub,Desserts,395.76,30,,Pending,Wallet,2024-09-03
2870,1380,Delhi,Pizza World,Desserts,1152.28,16,1.9,Cancelled,Card,2024-09-22
2243,1780,Delhi,Spice Hub,Fast Food,1393.03,58,3.3,Cancelled,Card,2024-05-07
788,1395,Chennai,Sushi Zen,Chinese,992.19,45,3.9,Delivered,UPI,2024-06-12
1789,1505,Delhi,Spice Hub,Chinese,254.08,59,4.1,Delivered,Cash,2024-07-11
1394,1605,Hyderabad,Urban Tadka,Fast Food,906.75,26,3.3,Pending,Wallet,2024-01-20
3794,1431,Mumbai,Urban Tadka,Desserts,1438.78,41,3.1,Delivered,Wallet,2024-05-06
3097,1936,Kolkata,Urban Tadka,South Indian,1060.02,29,4.5,Delivered,Wallet,2024-08-21
4433,1583,Bangalore,Urban Tadka,North Indian,893.24,44,3.2,Cancelled,UPI,2024-04-16
1685,1113,Mumbai,Biryani House,North Indian,991.41,44,2.3,Pending,Cash,2024-09-13
689,1257,Kolkata,Pizza World,Desserts,1146.45,58,1.0,Pending,Cash,2024-01-09
1449,1864,Chennai,Sushi Zen,Fast Food,1310.29,27,1.1,Pending,UPI,2024-06-04
1848,1286,Delhi,Urban Tadka,,1038.99,51,4.0,Delivered,Cash,2024-07-16
1424,1797,Kolkata,Sushi Zen,Desserts,254.58,42,4.2,Pending,UPI,2024-09-27
834,1587,Delhi,Biryani House,Desserts,860.95,22,4.8,Delivered,Card,2024-05-18
1979,1710,Hyderabad,Foodies Point,North Indian,1304.69,41,2.3,Cancelled,Cash,2024-10-30
4138,1532,Kolkata,Urban Tadka,Chinese,1148.04,40,1.8,Pending,Cash,2024-01-20
4970,1991,Kolkata,Sushi Zen,North Indian,796.69,31,1.1,Pending,UPI,2024-06-02
4974,1082,Kolkata,Spice Hub,North Indian,608.12,32,4.3,Delivered,Cash,2024-08-30
429,1639,Delhi,Pizza World,Italian,891.01,33,2.4,Cancelled,Cash,2024-04-28
2649,1370,Chennai,Foodies Point,Fast Food,1435.93,22,1.8,Pending,Card,2024-03-05
2655,1236,Bangalore,Urban Tadka,Desserts,599.48,46,2.0,Cancelled,Cash,2024-04-25
611,1790,Chennai,Pizza World,North Indian,390.44,51,4.1,Cancelled,Card,2024-08-19
3031,1983,Hyderabad,Pizza World,Fast Food,378.93,19,2.2,Cancelled,UPI,2024-04-30
1783,1904,Chennai,Foodies Point,Desserts,705.47,31,4.3,Cancelled,Card,2024-12-16
4674,1478,Chennai,,Italian,151.5,27,2.7,Pending,UPI,2024-06-23
1461,1615,,Spice Hub,North Indian,1121.45,17,3.3,Pending,Wallet,2024-08-03
3631,1597,Chennai,Sushi Zen,Italian,606.07,35,4.2,Delivered,Wallet,2024-06-29
1123,1137,Chennai,Urban Tadka,Chinese,609.82,26,1.4,Delivered,Cash,2024-03-20
2838,1963,Chennai,Biryani House,,1176.03,31,,Pending,Cash,2024-07-30
2582,1684,Bangalore,,Italian,320.27,47,2.6,Delivered,Cash,2024-12-04
3976,1597,Bangalore,Urban Tadka,Desserts,507.41,30,2.0,Delivered,Wallet,2024-03-24
1996,1826,Delhi,,,1357.51,35,2.8,Delivered,UPI,2024-06-01
1013,1281,Mumbai,Foodies Point,Chinese,908.24,54,3.6,Delivered,Cash,2024-04-10
3584,1935,,Pizza World,Chinese,468.93,18,1.6,Pending,Wallet,2024-07-28
4846,1586,Chennai,Biryani House,Fast Food,1476.93,45,2.3,Cancelled,Card,2024-08-15
2147,1688,Chennai,Biryani House,Fast Food,414.4,56,4.8,Delivered,UPI,2024-09-29
2764,1197,Delhi,Pizza World,North Indian,1103.49,55,,Delivered,UPI,2024-09-09
3491,1415,Chennai,Biryani House,Chinese,753.69,24,1.9,Cancelled,Wallet,2024-12-16
3516,1227,,Pizza World,Italian,691.95,20,2.3,Cancelled,UPI,2024-10-27
3209,1459,Delhi,Urban Tadka,Desserts,797.41,33,3.5,Delivered,Card,2024-04-07
557,1664,Kolkata,Sushi Zen,Fast Food,361.57,48,4.4,Pending,UPI,2024-11-29
3101,1279,Bangalore,Spice Hub,Chinese,852.83,23,1.7,Cancelled,Cash,2024-11-08
1229,1882,Bangalore,Biryani House,Desserts,381.04,40,2.7,Delivered,Wallet,2024-03-12
3306,1963,Bangalore,Pizza World,Italian,1484.66,59,2.2,Delivered,Cash,2024-11-21
4644,1074,Chennai,Spice Hub,South Indian,190.73,59,,Delivered,Cash,2024-05-28
3050,1201,Bangalore,Spice Hub,Chinese,1011.08,56,4.2,Delivered,Card,2024-01-29
4650,1379,Kolkata,Urban Tadka,Italian,921.18,36,4.0,Delivered,Wallet,2024-04-25
1057,1880,Mumbai,Spice Hub,Fast Food,774.55,26,,Pending,Cash,2024-08-07
4951,1103,Mumbai,Urban Tadka,Fast Food,274.54,52,2.4,Delivered,Wallet,2024-10-26
1792,1279,Mumbai,Pizza World,South Indian,181.2,26,4.3,Pending,Wallet,2024-08-11
4711,1233,Chennai,Foodies Point,Italian,404.39,18,1.2,Pending,UPI,2024-06-27
2410,1270,Delhi,Foodies Point,South Indian,1118.86,24,1.9,Pending,Card,2024-02-01
4517,1583,Hyderabad,Sushi Zen,South Indian,1262.02,59,4.0,Delivered,Wallet,2024-06-07
3790,1926,Delhi,Spice Hub,Italian,951.07,28,4.6,Delivered,Card,2024-02-17
578,1619,Chennai,Biryani House,Desserts,914.5,34,4.3,Cancelled,UPI,2024-10-30
316,1197,Mumbai,Urban Tadka,North Indian,842.27,22,4.8,Pending,Card,2024-02-26
4720,1937,,Urban Tadka,South Indian,400.06,22,3.3,Delivered,UPI,2024-09-16
863,1656,Kolkata,Foodies Point,South Indian,401.38,13,2.9,Pending,Card,2024-10-10
4502,1396,Mumbai,Pizza World,Italian,1204.28,18,1.5,Cancelled,Wallet,2024-04-09
720,1897,Mumbai,Sushi Zen,North Indian,1233.82,58,1.4,Pending,Wallet,2024-12-07
1201,1047,Hyderabad,Spice Hub,South Indian,396.6,12,3.3,Pending,Cash,2024-07-15
1907,1957,Delhi,Biryani House,Fast Food,1106.04,19,3.3,Delivered,Card,2024-04-10
1677,1768,,Foodies Point,Desserts,160.11,38,2.2,Cancelled,Cash,2024-08-21
4276,1557,Mumbai,Urban Tadka,Desserts,1285.88,17,,Pending,Card,2024-05-03
4591,1386,Delhi,Biryani House,Fast Food,1152.17,19,2.4,Delivered,Wallet,2024-09-27
2705,1918,Hyderabad,Urban Tadka,Fast Food,578.38,17,4.6,Pending,Wallet,2024-08-04
1742,1499,Delhi,Sushi Zen,Desserts,342.36,45,1.1,Pending,UPI,2024-05-09
4148,1246,Hyderabad,Foodies Point,Chinese,387.11,55,2.8,Cancelled,Cash,2024-06-06
663,1611,Mumbai,Urban Tadka,Desserts,1107.52,21,2.0,Pending,Wallet,2024-04-09
2235,1335,Delhi,Pizza World,North Indian,684.28,38,4.7,Cancelled,Cash,2024-09-30
4938,1140,Delhi,Urban Tadka,Chinese,1086.41,37,4.7,Cancelled,UPI,2024-11-14
2311,1915,Chennai,Biryani House,Desserts,1397.21,13,2.4,Delivered,Cash,2024-11-11
4763,1562,Hyderabad,Pizza World,Chinese,405.44,32,1.3,Cancelled,Cash,2024-05-08
2475,1300,Bangalore,,Chinese,1299.25,28,2.7,Delivered,Card,2024-12-05
1692,1263,Kolkata,,Chinese,127.57,54,3.7,Pending,Card,2024-01-19
3099,1458,Bangalore,Spice Hub,Chinese,425.61,56,,Cancelled,Cash,2024-07-21
310,1766,Kolkata,Sushi Zen,North Indian,874.67,55,4.3,Cancelled,Card,2024-11-17
2963,1469,Bangalore,Sushi Zen,Chinese,805.35,23,2.4,Cancelled,UPI,2024-07-25
4917,1056,Kolkata,Sushi Zen,Desserts,444.91,35,3.5,Delivered,Wallet,2024-04-06
2187,1169,Chennai,Biryani House,Fast Food,1046.1,57,1.7,Cancelled,Cash,2024-08-05
1345,1299,Mumbai,Foodies Point,North Indian,1059.81,16,3.8,Cancelled,Card,2024-05-19
458,1815,Chennai,Foodies Point,Fast Food,367.79,32,3.5,Pending,Wallet,2024-08-31
4560,1377,Chennai,Sushi Zen,South Indian,410.03,21,1.2,Pending,UPI,2024-02-18
400,1509,Bangalore,Urban Tadka,Desserts,883.94,19,3.4,Cancelled,Wallet,2024-04-28
3757,1220,Hyderabad,Sushi Zen,Desserts,700.59,12,2.1,Cancelled,Card,2024-01-17
2911,1621,Delhi,Foodies Point,Chinese,387.61,58,3.3,Cancelled,UPI,2024-02-11
196,1863,Hyderabad,Sushi Zen,Chinese,380.45,16,3.6,Pending,Cash,2024-05-14
2234,1146,Mumbai,Biryani House,North Indian,393.41,51,2.6,Cancelled,Cash,2024-06-07
334,1402,Hyderabad,Pizza World,North Indian,1116.25,49,4.9,Cancelled,UPI,2024-08-20
116,1724,Delhi,Urban Tadka,Desserts,216.86,55,3.5,Delivered,Wallet,2024-04-01
2381,1747,Chennai,Spice Hub,Desserts,718.52,12,1.9,Cancelled,UPI,2024-11-06
3542,1767,Hyderabad,Biryani House,Chinese,1249.84,25,3.9,Delivered,Cash,2024-11-24
3625,1646,Bangalore,Biryani House,Italian,1294.11,24,2.6,Cancelled,UPI,2024-07-10
1411,1512,Chennai,Foodies Point,Italian,549.36,31,4.1,Delivered,Cash,2024-04-28
1356,1139,Delhi,Spice Hub,North Indian,1166.65,52,2.2,Pending,Card,2024-01-29
3037,1151,Delhi,Pizza World,Fast Food,774.67,19,1.6,Delivered,Cash,2024-02-08
2525,1427,Bangalore,Spice Hub,Chinese,183.49,50,3.0,Pending,Card,2024-02-21
2430,1939,Bangalore,Biryani House,Fast Food,173.23,42,3.6,Cancelled,UPI,2024-06-30
2204,1601,Hyderabad,Sushi Zen,South Indian,778.82,57,1.8,Delivered,Cash,2024-12-09
1850,1730,Delhi,Pizza World,Italian,861.56,19,4.4,Pending,Card,2024-03-17
884,1450,Delhi,Biryani House,Desserts,1402.2,56,2.4,Pending,Wallet,2024-10-07
3529,1349,Hyderabad,Spice Hub,North Indian,360.83,52,2.8,Pending,Cash,2024-11-13
3729,1131,Hyderabad,Sushi Zen,North Indian,809.24,34,3.7,Pending,Card,2024-02-10
1156,1695,Mumbai,Pizza World,Fast Food,390.36,35,2.0,Cancelled,Wallet,2024-06-11
546,1882,Delhi,Spice Hub,,923.64,32,3.2,Cancelled,UPI,2024-10-10
4948,1546,Chennai,Urban Tadka,,1356.45,46,,Cancelled,Cash,2024-05-25
3819,1751,Kolkata,Spice Hub,Desserts,799.87,13,1.4,Delivered,Card,2024-09-01
4052,1446,Bangalore,Foodies Point,Chinese,1238.29,42,,Delivered,Wallet,2024-07-15
3156,1797,,Pizza World,Desserts,1419.72,20,5.0,Delivered,Wallet,2024-09-27
1588,1949,Chennai,Urban Tadka,Fast Food,1439.97,47,3.2,Cancelled,Wallet,2024-12-05
1720,1766,Hyderabad,Spice Hub,South Indian,1230.77,46,3.4,Pending,Wallet,2024-08-03
2606,1444,Mumbai,Sushi Zen,Italian,863.42,57,2.7,Cancelled,Cash,2024-09-15
457,1828,Mumbai,Biryani House,South Indian,598.91,54,1.7,Cancelled,Wallet,2024-05-15
147,1418,Delhi,Spice Hub,Chinese,1252.17,39,1.6,Cancelled,UPI,2024-09-21
4949,1193,Chennai,Urban Tadka,Fast Food,174.42,50,2.8,Delivered,Cash,2024-03-29
3475,1714,Chennai,Foodies Point,Desserts,313.18,20,2.7,Pending,Card,2024-10-25
504,1791,Bangalore,Spice Hub,Italian,1313.5,26,4.0,Delivered,Cash,2024-07-21
3053,1914,Hyderabad,Biryani House,North Indian,1485.68,58,2.7,Cancelled,Card,2024-02-27
1152,1519,,Urban Tadka,Italian,468.47,28,2.8,Pending,Card,2024-03-15
2280,1524,Hyderabad,Biryani House,Chinese,366.12,45,1.9,Cancelled,Card,2024-05-25
1063,1071,Delhi,Sushi Zen,North Indian,645.52,39,4.2,Delivered,Wallet,2024-07-21
2446,1851,Mumbai,Pizza World,Fast Food,611.3,16,4.9,Cancelled,Cash,2024-11-10
606,1345,Chennai,Spice Hub,South Indian,535.69,30,4.2,Cancelled,Wallet,2024-08-20
1284,1691,Hyderabad,Foodies Point,Fast Food,822.86,10,3.9,Delivered,Wallet,2024-10-11
4109,1039,Delhi,Biryani House,Italian,1360.88,54,5.0,Cancelled,Card,2024-04-13
1794,1713,,Biryani House,South Indian,215.93,14,3.4,Pending,Cash,2024-05-17
4730,1645,Mumbai,Foodies Point,South Indian,730.39,51,1.6,Pending,Cash,2024-08-07
4769,1532,Chennai,Sushi Zen,Chinese,154.13,57,3.7,Delivered,Wallet,2024-02-04
1264,1393,Delhi,Spice Hub,,738.49,56,4.4,Delivered,Card,2024-05-29
1243,1014,Delhi,Foodies Point,,800.59,11,4.7,Delivered,UPI,2024-07-27
1458,1961,Chennai,Pizza World,Chinese,980.09,15,3.5,Delivered,Cash,2024-10-12
3834,1499,Chennai,Sushi Zen,Desserts,1001.09,25,3.5,Delivered,Card,2024-03-08
1521,1094,Mumbai,Sushi Zen,North Indian,814.32,59,4.8,Pending,Cash,2024-11-16
2021,1935,Delhi,Sushi Zen,South Indian,1335.13,13,3.9,Pending,Cash,2024-01-31
3079,1968,Bangalore,Biryani House,Chinese,201.97,35,2.2,Pending,Card,2024-04-10
3893,1875,Kolkata,,Italian,463.46,28,3.9,Pending,Card,2024-01-19
157,1839,Kolkata,Urban Tadka,Chinese,303.09,35,3.8,Pending,UPI,2024-05-25
1286,1319,Bangalore,Biryani House,Desserts,167.1,31,1.1,Delivered,Cash,2024-11-13
2943,1497,Kolkata,Biryani House,South Indian,269.68,43,1.2,Pending,UPI,2024-05-06
3098,1752,Hyderabad,Pizza World,South Indian,1089.85,47,1.5,Pending,Card,2024-04-17
3862,1073,Kolkata,Sushi Zen,Desserts,631.64,31,2.9,Pending,Wallet,2024-01-18
1802,1881,Hyderabad,Pizza World,Fast Food,356.52,57,4.5,Cancelled,Wallet,2024-02-13
2336,1762,Kolkata,Spice Hub,South Indian,1043.53,34,4.1,Delivered,Wallet,2024-04-26
104,1957,Delhi,Spice Hub,Chinese,269.18,56,3.2,Pending,Cash,2024-03-30
2779,1810,Mumbai,Sushi Zen,Chinese,798.58,54,1.3,Pending,UPI,2024-06-30
424,1895,Bangalore,Sushi Zen,Desserts,1268.19,51,2.2,Pending,Cash,2024-08-04
3792,1703,Mumbai,Sushi Zen,North Indian,808.1,11,2.8,Cancelled,Cash,2024-02-12
2728,1575,Bangalore,Biryani House,Chinese,210.27,48,2.5,Pending,Wallet,2024-05-29
2272,1257,Mumbai,Urban Tadka,Italian,363.44,15,2.4,Delivered,Cash,2024-06-08
4260,1392,Hyderabad,Biryani House,Italian,903.28,50,4.2,Cancelled,Cash,2024-08-14
371,1253,Kolkata,Pizza World,Fast Food,1388.78,33,1.6,Pending,Cash,2024-06-24
4281,1839,Kolkata,Sushi Zen,South Indian,1469.41,45,1.8,Cancelled,Wallet,2024-06-29
1326,1074,,Spice Hub,Fast Food,365.69,28,3.0,Cancelled,UPI,2024-08-13
2876,1453,Hyderabad,Urban Tadka,Italian,696.48,17,2.5,Cancelled,Card,2024-07-22
1285,1281,Bangalore,Sushi Zen,Chinese,1068.2,27,2.3,Cancelled,Card,2024-12-20
3403,1741,Bangalore,Spice Hub,North Indian,1023.58,31,1.7,Pending,Card,2024-05-07
3443,1593,Mumbai,Pizza World,Desserts,980.1,33,1.3,Cancelled,Wallet,2024-02-14
1766,1896,Delhi,Foodies Point,South Indian,1129.87,12,3.4,Delivered,Wallet,2024-11-25
4608,1573,Bangalore,Pizza World,North Indian,1234.94,57,4.6,Cancelled,Card,2024-01-29
1023,1104,Kolkata,,South Indian,597.44,30,2.6,Cancelled,UPI,2024-04-12
1266,1232,,Spice Hub,North Indian,124.92,28,4.6,Pending,Wallet,2024-08-15
1710,1390,Delhi,Spice Hub,North Indian,717.23,34,,Cancelled,UPI,2024-05-11
544,1653,Kolkata,Sushi Zen,South Indian,1371.15,45,1.3,Pending,Card,2024-04-23
1158,1194,Chennai,Spice Hub,Chinese,401.96,12,4.9,Cancelled,UPI,2024-07-07
4047,1679,Mumbai,Spice Hub,Fast Food,1052.3,33,3.1,Cancelled,Wallet,2024-06-29
2395,1386,Hyderabad,Spice Hub,Chinese,989.14,47,3.7,Delivered,UPI,2024-10-18
155,1134,Chennai,Spice Hub,North Indian,959.76,20,3.0,Delivered,Cash,2024-03-03
1830,1041,Bangalore,Sushi Zen,Italian,339.48,25,3.9,Cancelled,Wallet,2024-09-14
64,1166,Delhi,Sushi Zen,Fast Food,964.94,44,4.8,Delivered,Cash,2024-03-12
1632,1160,Hyderabad,Urban Tadka,South Indian,519.57,37,,Pending,Card,2024-05-30
270,1496,Bangalore,Urban Tadka,Fast Food,1101.14,45,2.3,Delivered,Card,2024-02-13
388,1919,Chennai,Biryani House,Italian,402.17,43,4.5,Pending,Card,2024-05-23
1720,1766,Hyderabad,Spice Hub,South Indian,1230.77,46,3.4,Pending,Wallet,2024-08-03
2486,1400,Kolkata,Urban Tadka,South Indian,881.4,19,1.4,Pending,UPI,2024-10-27
4456,1423,Kolkata,Spice Hub,North Indian,526.03,58,2.2,Delivered,Cash,2024-09-06
4724,1548,Chennai,Foodies Point,South Indian,712.96,35,3.0,Pending,Cash,2024-10-12
3277,1767,Mumbai,,Italian,293.09,28,2.8,Pending,Card,2024-01-18
